6490713,NCT04627103,"",All,19 Years,65 Years,No,"","
        Inclusion Criteria:

          -  Age 19-65 years at screening

          -  Body mass index (BMI) ≥35 and ≤50

          -  T2DM diagnosis ≥6 months but < 10 years, with 1 or more oral diabetes medications,
             HbA1c ≥ 6.5% but < 10.0% at time of enrollment.

          -  HbA1c must be stable over a 3-month period.

          -  Weight stable over 3-month period

          -  Obesity-related comorbidities (hypertension, dyslipidemia, sleep apnea) must be
             well-controlled

          -  Agrees to refrain from any type of additional bariatric or reconstructive surgery that
             would affect body weight for a duration of 2 years

          -  If female, subject must commit to not becoming pregnant for 24 months and agree to use
             contraception during this period

          -  Able to understand and sign informed consent documents.

        Exclusion Criteria:

          -  Known or suspected allergy to nickel or titanium or nitinol

          -  Type 1 diabetes or poorly controlled type 2 diabetes

          -  Use of injectable insulin

          -  Any documented conditions for which endoscopy would be contraindicated

          -  Contraindication to general anesthesia

          -  History of chronic gastrointestinal disease

          -  Congenial or acquired anomalies of the GI tract

          -  Any previous major surgery on the stomach, duodenum, hepatobiliary tree (excluding
             gallbladder), pancreas, or right colon.

          -  Uncontrolled hypertension

          -  Pre-existing severe comorbid cardio-respiratory disease

          -  History of chronic gastrointestinal disease

          -  Specific genetic or hormonal cause of obesity

          -  Recent tobacco/nicotine product cessation (within 3 months prior)
      ","",
6490714,NCT04627090,Non-Probability Sample,All,18 Years,N/A,No,"adult patients with LCH, diagnosed starting from January 2001 to two years after the first
        enrolled patient.","
        Inclusion Criteria:

          -  Confirmed histological and immunohistochemical diagnosis of LCH (CD1a+, S-100+,
             CD207+), from January 2001 up to two years after the first enrolled patient. Patients
             with isolated vertebra plana, not related to a malignancy, and without a soft tissue
             component, are included without a histological and immunohistochemical diagnosis;

          -  Age ≥18 years at the time of definitive diagnosis;

          -  Signed, written informed consent, according to ICH/EU/GCP, and national, local laws.

        Exclusion Criteria:

          -  Age ≥18 years and presumptive diagnosis of LCH, or definitive diagnosis of
             non-Langerhans Histiocytosis (Juvenile xantogranuloma, Rosai-Dorfman disease,
             Erdheim-Chester disease, etc.).
      ","",
6490715,NCT04627077,Non-Probability Sample,All,18 Years,N/A,No,"Total sample size of 200 adult patients and caregivers (n=200 dyads). Patients are
        currently receiving treatment for a cancer diagnosis at the Seton Infusion Center.","
        Inclusion Criteria:

          -  Patient aged 18 years and older, being treated for cancer at the Seton Infusion Clinic

          -  Patient cognitively and physically able to complete questionnaires on an ipad in
             English or Spanish.

        Exclusion Criteria:

          -  -Patient unable to speak English or Spanish as required for study data collection

          -  Patient cognitively or physically unable to complete measures
      ","",
6490716,NCT04627064,"",All,18 Years,N/A,No,"","
        Inclusion Criteria:

          -  Histologically or cytologically confirmed unresectable advanced or metastatic renal
             cell carcinoma with clear cell component. Patient with extensive sarcomatoid histology
             are accepted.

          -  Participants must have failed at least 1 prior anti-VEGFR systemic therapy and 1
             immune checkpoint inhibitor for metastatic RCC. No limit on the number of prior lines
             of therapies.

          -  Measurable disease as per RECIST 1.1. See section 12 for the evaluation of measurable
             disease.

          -  Age ≥ 18 years

          -  ECOG performance status ≤2 (Karnofsky ≥60%, see Appendix A)

          -  Participants must undergo fresh tumor biopsy unless medically unsafe or not feasible.

          -  Normal organ and marrow function as defined below:

               -  Absolute neutrophil count ≥1,500/mcL

               -  Platelets ≥100,000/mcL

               -  Hemoglobin ≥10g/dL (transfusions allowed)

                    -  Total bilirubin ≤2.0 x institutional upper limit of normal with the
                       following exception: patients with known Gilbert disease should have a serum
                       bilirubin ≤ 3 x ULN

                    -  AST(SGOT)/ALT(SGPT)≤3.0 × institutional upper limit of normal with the
                       following exception: patients with known liver metastases should have AST
                       and ALT

                       ≤ 5 x ULN

                    -  Creatinine clearance ≥30 mL/min/1.73 m2 according to the Cockcroft-Gault
                       equation. (APPENDIX F)

                    -  Urine protein/creatinine ratio (UPC ratio) ≤2

          -  Women of child-bearing potential and men must agree to use adequate contraception
             (intrauterine device or barrier method of birth control; abstinence) prior to study
             entry, for the duration of study participation and 6 months after completion
             abemaciclib plus MK- 6482 and at least 3 weeks after the completion of abemaciclib
             administration. If condoms are used as a barrier method, a spermicidal agent should be
             added as a double barrier protection. A negative pregnancy serum test should be
             obtained within 7 days of therapy initiation. Should a woman become pregnant or
             suspect she is pregnant while she or her partner is participating in this study, she
             must discontinue treatment immediately. Data on fetal outcome and breast-feeding are
             to be collected for regulatory reporting and drug safety evaluation.. Men treated or
             enrolled on this protocol must also agree to use adequate contraception prior to the
             study, for the duration of study participation, and 6 months after completion
             abemaciclib plus MK-6482 and at least 3 weeks after the completion of abemaciclib
             administration.

          -  Ability to swallow oral medications

          -  Ability to understand and willingness to sign a written informed consent document.

        Exclusion Criteria:

        A patient will be excluded from the study if he or she meets any of the following criteria:

          -  Patients receiving any other investigational agents.

          -  Patients who received prior CDK4/6 inhibitors.

          -  For Arm 2 only, patients who have received prior HIF-2α inhibitor.

          -  Participants who have received any continuous or intermittent small molecule
             therapeutics (excluding monoclonal antibodies) ≤ 4 effective half-lives prior to
             starting study drug or who have not recovered from side effects of such therapy to
             grade 1 or less (except for non-clinically significant laboratory abnormalities).

          -  Patients must have discontinued all biologic therapy including therapeutic antibodies
             at least 28 days before C1D1.

          -  Participants who have received wide field radiotherapy ≤ 4 weeks or limited field
             radiation for palliation ≤ 2 weeks prior to starting study drug or who have not
             recovered from side effects of such therapy to at least grade 1.

          -  Participants with untreated brain metastases are excluded. However, participants with
             metastatic ccRCC to the brain may participate in this trial, if the participant is ≥ 4
             weeks from therapy completion (incl. radiation and/or surgery), is clinically stable
             at the time of study entry and is not receiving corticosteroid therapy >10 mg/day
             prednisone or equivalent. A repeat MRI or CT Brain to show stability is required

          -  O2 saturation <92% by arterial blood gas analysis or pulse oximetry on room air

          -  Untreated deep vein thrombosis or pulmonary embolism, or event of deep vein thrombosis
             or pulmonary embolism within 2 weeks of treatment start. Patient should be on at least
             1 week of anticoagulation before C1D1.

          -  The patient has serious and/or uncontrolled preexisting medical condition(s) that, in
             the judgment of the investigator, would preclude participation in this study (for
             example, interstitial lung disease, severe dyspnea at rest or requiring oxygen
             therapy, severe renal impairment [e.g. estimated creatinine clearance <30ml/min],
             history of major surgical resection involving the stomach or small bowel, or
             preexisting Crohn's disease or ulcerative colitis or a preexisting chronic condition
             resulting in baseline Grade 2 or higher diarrhea).""

          -  Patient with active systemic bacterial infection (requiring IV antibiotics at the time
             of initiating study treatment), fungal infection, or detectable viral infection.
             Patients with known viral infection (such as HIV) are excluded given the potential for
             interactions between antiretroviral agents and abemaciclib, and the potential for
             increased risk of lifethreatening infection with therapy that is myelosuppressive. If
             you are not known to have HIV, a HIV test is required.

          -  Patients with known Hepatitis B or Hepatitis C infection are excluded only if there is
             evidence of active infection (detectable Hepatitis B surface antigen, detectable
             Hepatitis C RNA).

          -  Prior allogenic stem cell or solid organ transplant.

          -  Impairment of gastrointestinal function or gastrointestinal disease that may
             significantly alter the absorption of oral drugs (e.g., ulcerative diseases,
             uncontrolled nausea, vomiting, diarrhea, malabsorption syndrome, or small bowel
             resection).

          -  Participants who have undergone major surgery ≤ 4 weeks (28 days) prior to starting
             study drug(s) or who have not recovered from side effects of such therapy.

          -  Participants who are currently taking therapeutic doses of warfarin sodium or any
             other coumadin-derivative anticoagulant.

          -  Other malignancy diagnosed within 2 years of first study treatment unless negligible
             risk of metastases or death according to the investigator (included but not limited to
             carcinoma in situ of the cervix, basal or squamous cell skin cancer, localized
             prostate cancer, ductal carcinoma in situ of the breast, non-muscle invasive
             urothelial carcinoma, or other malignancy not deemed to impact patients 5-year life
             expectancy).

          -  Has a personal history of any of the following conditions: syncope of cardiovascular
             etiology, ventricular arrhythmia of pathological origin (including, but not limited
             to, ventricular tachycardia and ventricular fibrillation), sudden cardiac arrest.

          -  Has had any major cardiovascular event within 6 months prior to study drug
             administration iincluding but not limited to: myocardial infarction, unstable angina,
             cerebrovascular accident, transient ischemic event or New York Heart Association Class
             III or IV heart failure. Patients with history of DVT or PE are eligible provided DVT
             or PE occurred at least 2 weeks prior to C1D1 and anticoagulation has been initiated
             at least 1 week before C1D1.

          -  History of symptomatic respiratory condition considered clinically significant by the
             investigator. History of asymptomatic radiation pneumonitis within a previous
             radiation field is permitted.

          -  Participants with a known hypersensitivity to the study compounds or to its
             excipients.

          -  Participant is unable or unwilling to abide by the study protocol or cooperate fully
             with the investigator

          -  Females that are pregnant or lactating

          -  Participants who have taken herbal medications and certain fruits within 7 days prior
             to starting study drug. Herbal medications include, but are not limited to St. John's
             wort, Kava, ephedra (ma huang), gingko biloba, dehydroepiandrosterone (DHEA), yohimbe,
             saw palmetto, and ginseng. Fruits include the CYP3A inhibitors Seville oranges,
             grapefruit, pommelos.
      ","",
6490717,NCT04627051,"",All,18 Years,N/A,No,"","
        Inclusion Criteria:

          -  Male or non-pregnant, non-breastfeeding female ≥18 years of age;

          -  Subject is willing to provide informed consent, and is willing to comply with the
             protocol-required follow up visits;

          -  Target lesion must be a mature arteriovenous graft presenting with any clinical,
             physiological or hemodynamic abnormalities warranting angiographic imaging as defined
             in the K/DOQI guidelines;

          -  Subject has a target lesion at the venous anastomosis of the AVG;

          -  Successful crossing of the stenosis;

          -  Each lesion length is ≤20mm, which may include tandem lesions that are ≤20mm apart

        Exclusion Criteria:

          -  Subject is currently participating in an investigational drug or device study which
             has not yet reached its primary endpoint or was previously enrolled into this study;

          -  Subject has a non-controllable allergy to contrast;

          -  Subject has more than 3 lesions in the access circuit requiring intervention;

          -  Target lesion diameter >10mm;

          -  A thrombosed access or an access with a thrombosis treated ≤30 days prior to the index
             procedure;

          -  Prior surgical interventions of the access site ≤30 days before the index procedure;

          -  Target lesion is located within a bare metal or covered stent.
      ","",
6490719,NCT04627025,"",All,18 Years,N/A,No,"","
        Inclusion Criteria

          1. Signed informed consent for this trial prior to any trial specific assessment.

          2. Male and female subjects with SBS-IF, receiving parenteral support (PS), secondary to
             surgical resection of the small intestine with either stoma or colon-in-continuity
             (CIC).

          3. Subject must require PS at least 3 days per work and be considered stable.

          4. No restorative surgery intended to change PS requirements in the trial period.

          5. Age ≥18 years at screening.

        Exclusion Criteria:

          1. Pregnancy or lactation.

          2. Major abdominal surgery in the last 6 months prior to screening.

          3. History of cancer (including colon carcinoma) or clinically significant
             lymphoproliferative disease within ≤5 years, except for adequately treated basal cell
             skin cancer.

          4. Evidence of active inflammatory GI conditions in the previous 6 months.

          5. Evidence of decompensated heart failure.

          6. Evidence of severe renal or hepatic impairment.

          7. Any previous use of growth factors such as growth hormone (GH), native GLP-2, GLP-1,
             or GLP-2 or GLP-1 analogues should be discussed with the Investigator.
      ","",
6490720,NCT04627012,Non-Probability Sample,All,18 Years,75 Years,"","For the advanced hepatocellular carcinoma (HCC), the targeted therapy and immunotherapy are
        recommended. This study focused on the management of Lenvatinib combined anti-PD1 antibody
        for the HCC. This study will create a database that will provide clinical parameters and
        outcomes of patients undergoing Lenvatinib and anti-PD1 antibody as part of their standard
        of care in hopes of answering key clinical questions.","
        Inclusion Criteria:

          1. HCC diagnosed by histopathological examination or Guidelines for Diagnosis and
             Treatment of Primary Liver Cancer or the recurrent HCC after surgery;

          2. age between 18 and 75 years;

          3. Stage B (middle stage) or C (late stage) HCC determined in accordance with Barcelona
             Clinic Liver Cancer staging system (BCLC stage). In case of stage B.

          4. Previous use of any systemic therapy but intolerant, impotent or drug resistant.

          5. Child-Pugh class A or B;

          6. Eastern Cooperative Group performance status (ECOG) score of 0-2;

          7. Hemoglobin ≥ 8.5 g/dL Total bilirubin ≤ 30mmol/L Serum albumin ≥ 32 g/L ASL and AST ≤
             5 x upper limit of normal Serum creatinine ≤ 1.5 x upper limit of normal INR ≤ 1.5 or
             PT/APTT within normal limits Absolute neutrophil count (ANC) >1,500/mm3

          8. Prothrombin time ≤18s or international normalized ratio < 1.7.

          9. Ability to understand the protocol and to agree to and sign a written informed consent
             document.

        Exclusion Criteria:

          1. Cholangiocellular carcinoma (ICC);

          2. Patients with cancer thrombus in the main trunk of portal vein (Vp4), or cancer
             thrombus in inferior vena cava should be excluded;

          3. The survival or patients less than 3 months.

          4. Serious medical comorbidities.

          5. Evidence of hepatic decompensation including ascites, gastrointestinal bleeding or
             hepatic encephalopathy

          6. Known history of HIV

          7. History of organ allograft

          8. Known or suspected allergy to the investigational agents or any agent given in
             association with this trial.

          9. Cardiac ventricular arrhythmias requiring anti-arrhythmic therapy

         10. Evidence of bleeding diathesis.

         11. Patients with clinically significant gastrointestinal bleeding within 30 days prior to
             study entry.
      ","",
6490721,NCT04626999,"",Male,18 Years,40 Years,No,"","
        Inclusion Criteria:

          -  Male

          -  Age 18-40 years

          -  Total primary ACL rupture

          -  Injury time 1-12 months

          -  Willingness to attend the study

          -  Signed informed consent.

        Exclusion Criteria:

          -  Subjects having other ligament injuries in the knee

          -  History of rheumatoid arthritis

          -  Severe osteoarthritis Kellgren-Lawrence grading> 2

          -  Body Mass Index (BMI) ≥ 25

          -  Fracture around the knee joint or osteochondral avulsion

          -  History of injury with either or both semitendinosus or gracilis muscle,
             patellofemoral instability, contraindication of anesthesia, and partial ACL rupture.
      ","",
6490722,NCT04626986,"",Female,18 Years,80 Years,No,"","
        Inclusion Criteria:

          1. women,

          2. with invasive ductal carcinoma of the breast according to core-needle

          3. tumor measuring 50mm or smaller, no axillary lymph node metastasis or Ipsilateral
             grade I and II axillary lymph node metastasis, movable(pT0-2N0-1M0 )

          4. located at least 10 mm from the skin surface and chest wall.

        Exclusion Criteria:

          1. men

          2. women who were pregnant or breastfeeding

          3. radiologic suspicion of multifocality or extensive intraductal carcinoma

          4. histologic diagnosis of lobular carcinoma

          5. neoadjuvant therapy

          6. previous surgery or radiation therapy of the ipsilateral breast.
      ","",
6490746,NCT04626674,"",Male,4 Years,7 Years,No,"","
        Inclusion Criteria:

          -  Is male at birth, ambulatory and from 4 to under 8 years of age at time of
             randomization.

          -  Definitive diagnosis of Duchenne Muscular Dystrophy based on documented clinical
             findings and prior genetic testing

          -  Ability to cooperate with motor assessment testing.

          -  Stable dose equivalent of oral corticosteroids for at least 12 weeks.

          -  rAAVrh74 antibody titers are not elevated as per protocol-specified requirements.

        Exclusion Criteria:

          -  Has a concomitant illness, autoimmune disease, chronic drug treatment, and/or
             cognitive delay/impairment that in the opinion of the Investigator creates unnecessary
             risks for gene transfer.

          -  Exposure to gene therapy, investigational medication, or any treatment designed to
             increase dystrophin expression within protocol specified time limits.

          -  Abnormality in protocol-specified diagnostic evaluations or laboratory tests.

        Other inclusion/exclusion criteria apply.
      ","",
6490723,NCT04626973,"",All,19 Years,80 Years,No,"","
        Inclusion Criteria:

          1. Age 19-80 years

          2. Documented atherosclerotic cardiovascular disease (ASCVD)

               -  Previous acute coronary syndrome (myocardial infarction [MI] or unstable angina),

               -  Or stable angina with imaging or functional studies

               -  Or coronary revascularization (percutaneous coronary intervention [PCI], coronary
                  artery bypass graft [CABG], and other arterial revascularization procedures)

               -  Or stroke and transient ischemic attack (TIA)

               -  Or peripheral artery disease

        Exclusion Criteria:

          1. LDL-cholesterol level less than 70 mg/dL without statin therapyAllergy or
             hypersensitive to ezetimibe or statin

          2. Active liver disease or persistent unexplained serum AST/ALT elevation more than 2
             times the upper limit of normal range

          3. Allergy or hypersensitivity to any statin or ezetimibe

          4. Solid organ transplantation recipient

          5. Pregnant women, women with potential childbearing, or lactating women

          6. Life expectancy less than 3 years

          7. Inability to follow the patient over the period of 1 year after enrollment, as
             assessed by the investigator

          8. Inability to understand or read the informed content
      ","",
6490724,NCT04626960,Probability Sample,Female,18 Years,N/A,Accepts Healthy Volunteers,Adult OAB patients and healthy controls,"
        Inclusion Criteria:

          -  Clinical diagnosis of Idiopathic Overactive Bladder

          -  Must have at least 11 points on the OAB-V8 questionnaire

        Exclusion Criteria:

          -  Neurogenic bladder

          -  Bladder obstruction

          -  Urinary tract diseases such as stones, tumors, infections

          -  Long QT syndrome

          -  Severe liver failure

          -  Renal failure

          -  Myasthenia

          -  Glaucoma

          -  Autoimmune disease

          -  Lower urinary tract dysfunction
      ","",true
6490725,NCT04626947,"",All,18 Years,N/A,No,"","
        Inclusion Criteria:

          -  >18 years old

          -  active CDI receiving therapy

          -  diagnosis of IBD

          -  and history of CDI.

        Exclusion Criteria:

          -  <18 years old

          -  no IBD

          -  no CDI

          -  history of colectomy

          -  history of preexisting congestive heart failure

          -  pregnant or nursing women

          -  TCP<50

          -  past cardiac history.
      ","",
6490726,NCT04626934,"",All,65 Years,100 Years,No,"","
        Inclusion Criteria:

          -  All concecutive hip fracture patients admitted to a post-acute rehabilitation ward
             Mini mental state examination above 17 Lived at home before the fracture and did not
             recieved 24 hour home aid

        Exclusion Criteria:

          -  Patients who will not complete rehabilitation program due to worsening of their
             medical condition or unexpectedly cease rehabilitation will be omitted from the
             statistical analyses.
      ","",
6490727,NCT04626921,"",All,18 Years,55 Years,No,"","
        Inclusion Criteria:

          -  Participants must have completed study CNMAu8.201.

          -  Able to understand and give written informed consent.

        Exclusion Criteria:

          -  Lack of treatment compliance during participation in the CNMAu8.201 (VISIONARY-MS)
             study.

          -  Positive pregnancy test.

          -  Any history of previous malignancy, with the exception of basal cell carcinoma of the
             skin or in situ carcinoma of the cervix, post documented full resections, with clean
             margins.

          -  Based on the Investigator's judgment, any concurrent chronic or acute illness or
             unstable medical condition that could confound the results of safety assessments,
             increase risk to the participant, or lead to difficulty complying with the protocol;
             any untreated or unstable psychiatric disease including depression, bipolar and
             psychosis.

          -  Participant is considered a suicide risk in the opinion of the Investigator, has
             previously made a suicide attempt, or is currently demonstrating active suicidal
             ideation.

        Following clinical and serology sample analysis conducted at the end-of-study visit for
        CNMAu8.201 (VISIONARY-MS), participants may be removed from this long term extension study
        if any of the following criteria are met, at the discretion of the Medical Monitor and/or
        Sponsor's Medical Representative:

          -  Positive serology for viral hepatitis B and/or C and/or human immunodeficiency virus
             (HIV).

          -  Abnormal liver function tests (aspartate aminotransferase [ASAT] or alanine
             aminotransferase [ALAT] > 2x upper limit of normal range (ULN) or total bilirubin > 2x
             ULN or alkaline phosphatase (AP) > 3x ULN).

          -  Participants with clinically significant hepatic or renal dysfunction or clinical
             laboratory findings that would limit the interpretability of change in liver or kidney
             function (e.g., glomerular filtration rate < 40 mL/min [based on creatinine clearance
             according to Cockcroft-Gault equation]), or those with low platelet counts (<150 x 109
             per liter) or eosinophilia (absolute eosinophil count of ≥500 eosinophils per
             microliter) at the EOS visit for CNMAu8.201 (Visionary-MS).
      ","",
6490728,NCT04626908,"",All,18 Years,75 Years,No,"","
        Inclusion Criteria:

          1. Male or female, 18-75 years old (including the threshold value);

          2. Histologically confirmed as diffuse large B-cell lymphoma (DLBCL), transformed
             follicular lymphoma (TFL), or primary mediastinal B-cell lymphoma (PMBCL) :

             i. Refractory B-NHL: PD was the optimal response to standard first-line treatment
             (those with intolerance to first-line treatment were not included in this study); Or
             SD after at least 4 courses of first-line treatment, and the DURATION of SD shall not
             exceed 6 months after the last treatment; Or the subjects' best response to the last
             treatment of second-line or above treatment is PD, or SD after at least 2 courses of
             second-line or above treatment, and the SD maintenance time is not more than 6 months;
             Or:

             ii. Relapsed B-NHL: after standard systemic treatment and complete remission after
             second-line treatment, the disease recurred as certified by histopathology, or the
             recurrence as confirmed by histopathology within 1 year after autologous hematopoietic
             stem cell transplantation (not limited by previous treatment methods);

             iii. Patients with INVERt follicular lymphoma must receive chemotherapy prior to
             transformation and meet the above definition of recurrent or refractory after
             transformation;

          3. according to Lugano treatment response standard (2014 version), there should be at
             least one evaluable tumor lesion: the longest diameter of the injunctional lesion was
             > 1.5cm, and the longest diameter of the injunctional lesion was b> 1.0cm;

          4. Positive expression of CD19 and CD22 in biopsy sections of tumor tissues;

          5. Patients who have failed or relapsed after single-target CAR-T therapy may also be
             enrolled.

          6. Prior to the study, the approved anti-B-NHL treatment, such as systemic chemotherapy,
             general radiotherapy and immunotherapy, has been completed for at least 2 weeks;

          7. ECOG≤1；

          8. Expected survival ≥3 months;

          9. Absolute count of neutrophils ≥ 1×109/L;

         10. Platelet count ≥50×109/L;

         11. Absolute lymphocyte count ≥1×108/L;

         12. Adequate organ function reserve:

               1. ALANINE aminotransferase and aspartate aminotransferase ≤ 2.5× UNL (upper limit
                  of normal value);

               2. Creatinine clearance rate (Cockcroft-Gault method) ≥60 mL/min;

               3. Serum total bilirubin ≤1.5× UNL;

               4. The left ventricular ejection fraction (LVEF) of the subject was diagnosed by
                  echocardiography ≥50%, and no clinically significant pericardial effusion was
                  observed, and no clinically significant ecg abnormalities were observed;

               5. under natural indoor air environment, the basic oxygen saturation of > is 92%;

         13. Vein access required for collection can be established, and there are no
             contraindications for leukocyte collection;

         14. Women of childbearing age had negative pregnancy test during screening period and
             before administration, and agreed to take effective contraceptive measures at least
             one year after infusion; male subjects with fertile partners must agree to use
             effective barrier contraceptive method at least one year after infusion and avoid
             sperm donation;

         15. Voluntary signing of informed consent.

        Exclusion Criteria:

          1. Other tumors (except cured non melanoma skin cancer, cervical cancer in situ,
             superficial bladder cancer, breast ductal carcinoma in situ, or other malignant tumors
             with complete remission for more than 5 years);

          2. Persons with severe mental disorders;

          3. A history of hereditary diseases such as Fanconi anemia, Schrader syndrome, Costerman
             syndrome, or any other known bone marrow failure syndrome;

          4. A history of allogeneic stem cell transplantation;

          5. Heart disease with grade III-IV heart failure [New York Heart Association (NYHA)
             classification] or myocardial infarction, cardiac angioplasty or stenting, unstable
             angina pectoris, or other clinically significant cardiac conditions within the year
             prior to enrollment;

          6. The presence of any indwelling catheter or drainage tube (e.g., percutaneous
             nephrostomy tube, bile drainage tube or pleural/peritoneal/pericardial catheter),
             allowing the use of a dedicated central venous catheter;

          7. Subjects with a history of CNS lymphoma, cerebrospinal fluid malignant cells or brain
             metastasis;

          8. A history or disease of the central nervous system, such as seizure disorder, cerebral
             ischemia/hemorrhage, dementia, cerebellar disease, or any autoimmune disease involving
             CNS;

          9. The results of any of the following virology-ELISA tests were positive: HIV antibody,
             HCV antibody, TPPA, hepatitis B surface antigen;

         10. There were active infections requiring systematic treatment within 2 weeks before
             single collection;

         11. Persons with a known severe allergic reaction to cyclophosphamide or fludarabine, or
             with an allergic constitution;

         12. A history of an autoimmune disease (e.g., Crohn's disease, rheumatoid arthritis,
             systemic lupus erythematosus) that has caused injury to the terminal organs or
             requires systemic immunosuppressive/disease-modulating drugs within the past 2 years;

         13. Pulmonary fibrosis is present;

         14. Has received treatment in another clinical trial within 4 weeks prior to participation
             in this trial, or the date of signing of the informed consent is within 5 half-lives
             (whichever is longer) of the last medication used in the last other clinical trial;

         15. Poor compliance due to physiological, family, social, geographical and other factors,
             unable to comply with the research program and follow-up plan;

         16. The presence of a comorbiditie requiring systemic corticosteroid therapy (≥5 mg/ day
             of prednisone or equivalent dose of other corticosteroids) or other immunosuppressive
             agents within 6 months of study treatment was determined by the investigator;

         17. Lactating women who do not want to stop breastfeeding;

         18. Any other condition that the researcher considers inappropriate to be included in the
             study.
      ","",
6490729,NCT04626895,"",Female,18 Years,N/A,No,"","
        Inclusion Criteria:

          -  Stage I-III breast cancer patients

          -  Stage I-III endometrial cancer patients

          -  Stage I-III ovarian cancer patients

          -  Self-identified as black: African, African-American, or Caribbean black are included .
             Patients of mixed race who identify as black are also included.

          -  Planned for >4 cycles of chemotherapy in the neoadjuvant or adjuvant setting with
             curative intent

          -  At least one chemotherapy agent being a taxane.

          -  Ability to read and answer questions in English

          -  Ability to sign informed consent for themselves.

          -  Able to fit into one of available cap sizes

        Exclusion Criteria:

          -  Metastatic cancer patients

          -  Patients who do not self-identify as black (see definition above)

          -  History of cryoglobulinemia or cold agglutin disease

          -  Prior chemotherapy

          -  Non-taxane chemotherapy regimens (anthracycline based chemotherapy regimens are
             eligible for breast cancer patients)

          -  Baseline alopecia

          -  Concurrent medications to prevent hair loss

          -  Cold urticaria and cold- induced anaphylaxis

          -  Unable to fit into an available cap size

          -  Adults unable to consent on their own will not be eligible

          -  Individuals unable to answer questionnaires in English will not be eligible.

          -  Pregnant women will not be permitted to enroll as the use of this device in pregnancy
             is not well studied

          -  Prisoners will not be included in this study.
      ","",
6490830,NCT04625582,"",All,N/A,N/A,No,"","
        Inclusion Criteria:

          -  Residents (doctors and nurses) of the three Family Medicine and Community Nursing
             Training Units

          -  From the 2018, 2019, 2020 and 2021 promotions

          -  Who want to participate in the study and signed informed consent.

        Exclusion Criteria:

          -  Residents who refuse to participate and / or do not sign informed consent.
      ","",
6490730,NCT04626882,"",All,19 Years,N/A,No,"","
        Inclusion Criteria:

          -  Age ≥ 19 years old

          -  ST-segment elevation myocardial infarction

               -  ST-segment elevation in at least 2 contiguous leads or,

               -  New onset left bundle branch block

          -  Primary PCI within 12 hours after symptom development

          -  Multivessel disease: Non-IRA with at least 2.5 mm diameter and 50% diameter stenosis
             by visual estimation

          -  Patient's or protector's agreement about study design and the risk of PCI

        Exclusion Criteria:

          -  Cardiogenic shock at initial presentation or after treatment of IRA

          -  Unprotected left main coronary artery disease with at least 50% diameter stenosis by
             visual estimation

          -  TIMI (Thrombolysis in Myocardial Infarction) flow at non-IRA ≤ 2

          -  Severe procedural complications (e.g. persistent no-reflow phenomenon, coronary artery
             perforation) which restricts study enrollment by operators' decision

          -  Non-IRA lesion not suitable for PCI treatment by operators' decision

          -  Chronic total occlusion at non-IRA

          -  History of anaphylaxis to contrast agent

          -  Pregnancy and lactation

          -  Life expectancy < 1-year

          -  Severe valvular disease

          -  History of CABG (coronary artery bypass graft), or planned CABG

          -  Fibrinolysis before admission

          -  Severe asthma
      ","",
6490731,NCT04626869,"",All,18 Years,75 Years,Accepts Healthy Volunteers,"","
        Inclusion Criteria:

          -  Patients > 18 years old

          -  American Society of Anesthesiology (ASA) score of 1-3

          -  Scheduled for elective surgery.

        Exclusion Criteria:

          -  Patients with a condition that prevents peripheral nerve block

          -  Coagulopathies

          -  Chronic opioid use

          -  Stroke

          -  Polyneuropathy

          -  Cognitive dysfunction

          -  Communication difficulties

          -  Allergies to drugs used
      ","",
